CustomerID,Recency,Frequency,Monetary
13537.0,334,2,717.85
13538.0,3,11,2822.63
13539.0,149,6,1253.67
13540.0,376,3,632.39
13541.0,336,2,785.25
13542.0,285,17,4006.17
13543.0,543,2,1439.61
13544.0,149,5,660.5
13545.0,299,2,374.64
13546.0,109,3,653.31
13547.0,317,1,175.53
13548.0,5,3,908.99
13549.0,51,6,849.65
13550.0,292,1,349.51
13551.0,228,2,244.2
13552.0,32,19,6001.76
13553.0,583,1,517.8
13554.0,289,7,1638.28
13555.0,110,11,6439.96
13556.0,338,2,200.82
13557.0,189,12,2688.88
13559.0,421,2,990.0
13561.0,124,11,1820.72
13562.0,50,7,4248.58
13563.0,49,1,310.88
13564.0,53,37,17249.55
13565.0,243,2,284.76
13566.0,343,3,833.41
13567.0,337,4,1083.69
13568.0,82,1,192.85
13569.0,276,3,638.35
13570.0,152,1,239.49
13571.0,1,21,3538.05
13572.0,114,1,1384.25
13573.0,162,5,653.84
13574.0,320,1,421.25
13575.0,42,2,218.75
13576.0,5,23,9675.34
13577.0,1,10,2995.48
13578.0,318,1,147.66
13579.0,278,4,1236.7
13580.0,315,1,107.75
13581.0,218,2,280.53
13582.0,298,2,241.68
13583.0,64,2,1445.03
13584.0,215,3,392.45
13585.0,439,3,684.54
13586.0,450,1,131.53
13587.0,358,3,961.1
13588.0,8,4,1420.72
13589.0,88,5,888.09
13590.0,59,16,5484.05
13591.0,113,6,1753.04
13592.0,114,3,205.51
13593.0,17,14,5523.69
13594.0,394,1,136.35
13595.0,425,3,818.22
13597.0,309,2,396.71
13598.0,404,4,609.42
13599.0,65,20,7327.8
13600.0,221,2,518.42
13601.0,120,3,865.02
13602.0,290,3,596.28
13604.0,567,1,717.62
13605.0,296,2,522.67
13606.0,152,2,250.42
13607.0,311,1,400.3
13608.0,449,1,236.2
13609.0,502,1,167.35
13610.0,19,12,1820.21
13611.0,79,9,2784.45
13612.0,541,1,818.29
13613.0,361,5,1039.85
13614.0,73,4,1543.71
13615.0,227,8,6272.53
13616.0,477,2,288.1
13617.0,22,7,1100.27
13618.0,82,1,177.34
13619.0,453,2,231.69
13620.0,437,1,112.34
13621.0,25,1,213.85
13622.0,605,1,658.95
13623.0,119,9,2370.63
13624.0,297,1,462.08
13625.0,505,1,301.26
13626.0,161,2,707.04
13627.0,85,5,1634.43
13628.0,585,1,310.14
13629.0,8,16,11296.86
13630.0,14,5,1361.46
13631.0,8,11,3070.42
13632.0,82,6,2341.48
13634.0,15,14,4282.08
13635.0,351,3,1928.13
13636.0,31,4,646.55
13637.0,96,2,684.85
13639.0,345,1,312.93
13640.0,520,1,405.0
13641.0,549,5,1016.47
13642.0,124,4,514.72
13643.0,7,9,1896.73
13644.0,14,1,851.09
13645.0,29,1,252.1
13646.0,308,2,326.25
13647.0,84,6,2197.42
13648.0,309,8,1764.02
13649.0,165,6,1678.88
13650.0,116,6,2197.18
13651.0,290,1,132.65
13652.0,165,4,2114.01
13653.0,396,1,152.2
13654.0,54,9,5314.94
13655.0,23,6,2280.51
13656.0,73,4,1078.85
13657.0,110,1,152.34
13658.0,113,5,4319.63
13659.0,114,12,4894.88
13660.0,309,1,314.59
13661.0,512,1,325.24
13662.0,121,10,1885.29
13663.0,88,5,2047.51
13665.0,295,3,1711.66
13666.0,196,4,107.3
13667.0,58,1,305.02
13668.0,22,30,11661.22
13669.0,58,2,243.15
13671.0,303,1,194.95
13672.0,210,3,419.92
13674.0,341,1,240.68
13675.0,60,2,486.82
13676.0,448,2,243.9
13677.0,313,2,556.19
13678.0,60,1,232.6
13679.0,402,3,281.26
13680.0,246,10,10104.84
13681.0,64,1,203.46
13682.0,96,1,59.5
13683.0,366,1,258.6
13684.0,194,4,596.98
13686.0,91,3,409.04
13687.0,347,1,11880.84
13688.0,544,1,375.5
13689.0,353,1,349.5
13691.0,305,1,212.78
13692.0,122,4,2497.66
13693.0,283,9,2011.82
13694.0,16,132,177354.83
13695.0,7,13,2033.67
13696.0,330,3,2020.4
13698.0,505,2,465.53
13699.0,64,2,764.15
13700.0,1,11,1999.6
13701.0,355,1,161.0
13702.0,354,1,135.18
13703.0,227,2,425.56
13705.0,53,6,1846.15
13706.0,211,2,631.17
13707.0,176,5,3365.86
13708.0,180,1,296.88
13709.0,10,10,4202.91
13710.0,332,2,329.04
13711.0,127,9,1792.26
13712.0,155,2,766.42
13713.0,317,3,743.26
13714.0,374,1,161.35
13715.0,190,17,8483.29
13716.0,178,1,138.28
13717.0,37,6,1274.28
13718.0,155,2,306.55
13719.0,114,8,2112.31
13720.0,25,4,799.9
13721.0,304,1,217.4
13722.0,40,10,5635.41
13723.0,126,6,1209.2
13724.0,546,1,213.01
13725.0,78,7,1865.7
13726.0,9,1,292.68
13727.0,520,6,746.57
13728.0,16,15,2636.05
13729.0,344,3,724.73
13730.0,44,2,752.6
13731.0,128,2,610.59
13733.0,319,2,487.03
13734.0,417,4,6701.64
13735.0,84,11,8337.67
13736.0,169,6,2391.84
13737.0,109,1,339.6
13738.0,305,1,440.93
13739.0,436,1,75.3
13740.0,149,5,1597.77
13741.0,92,2,363.13
13742.0,71,10,2648.72
13743.0,16,5,912.12
13744.0,4,2,1156.36
13745.0,71,2,777.36
13746.0,322,1,176.69
13747.0,282,2,249.4
13748.0,4,9,2268.35
13750.0,49,10,3271.55
13751.0,197,1,296.25
13752.0,33,7,1590.73
13753.0,196,4,2094.57
13754.0,60,3,447.05
13756.0,2,17,6990.31
13757.0,583,1,195.55
13758.0,110,13,8577.95
13760.0,165,4,1211.94
13761.0,88,5,1373.23
13762.0,127,5,2472.48
13763.0,326,2,3502.48
13764.0,53,5,2377.13
13765.0,562,1,352.82
13766.0,404,1,190.35
13767.0,17,64,27996.54
13768.0,635,2,875.97
13769.0,1,18,5180.53
13770.0,331,4,785.37
13771.0,108,7,4559.22
13772.0,5,7,2668.31
13773.0,305,2,301.54
13775.0,499,1,1049.66
13776.0,337,2,623.98
13777.0,38,52,42861.5
13778.0,12,4,1124.49
13779.0,424,1,161.13
13780.0,79,2,492.09
13781.0,159,3,778.83
13782.0,33,10,1369.65
13783.0,396,4,1542.09
13784.0,3,12,2571.59
13785.0,337,4,542.49
13786.0,276,6,3358.94
13787.0,273,5,1019.86
13788.0,414,1,3.75
13789.0,297,1,239.46
13791.0,36,2,1516.0
13792.0,196,2,263.0
13793.0,555,1,96.0
13794.0,455,1,126.03
13795.0,297,4,836.3
13796.0,408,1,289.7
13797.0,345,3,1179.45
13798.0,2,95,67844.16
13799.0,25,9,2803.57
13800.0,218,3,1679.56
13802.0,47,19,26259.11
13803.0,164,3,1338.91
13804.0,5,6,2116.14
13805.0,38,1,500.24
13807.0,276,3,534.8
13808.0,2,2,723.1
13809.0,214,3,679.7
13811.0,92,3,814.5
13812.0,14,1,278.74
13813.0,43,5,1783.75
13814.0,1,3,2257.32
13815.0,81,6,6426.13
13817.0,260,1,128.7
13818.0,338,1,61.28
13819.0,210,6,2642.35
13820.0,327,3,660.65
13821.0,53,6,1410.73
13823.0,0,6,3096.21
13824.0,44,11,3045.66
13825.0,530,2,255.59
13826.0,85,1,189.5
13827.0,42,2,300.76
13829.0,330,1,102.0
13830.0,490,1,156.85
13831.0,47,16,6275.98
13832.0,331,1,561.49
13833.0,68,2,701.36
13834.0,485,2,324.19
13835.0,64,5,798.04
13836.0,308,2,620.37
13837.0,120,2,271.24
13838.0,26,9,1753.95
13839.0,395,1,139.95
13840.0,325,1,651.4
13841.0,161,1,85.0
13842.0,64,16,4409.56
13843.0,290,1,319.75
13846.0,151,3,1106.66
13847.0,628,1,310.72
13848.0,1,8,3335.0
13849.0,79,4,2524.93
13850.0,38,1,1595.48
13851.0,4,8,4606.46
13852.0,519,1,187.35
13854.0,1,34,10613.6
13855.0,409,4,1310.34
13856.0,77,11,1142.03
13857.0,302,6,1001.01
13859.0,235,2,515.86
13861.0,338,2,273.26
13862.0,17,7,2128.03
13863.0,156,4,1239.55
13864.0,295,1,662.4
13865.0,45,3,383.34
13867.0,127,1,138.85
13869.0,32,10,8111.57
13870.0,10,12,5120.61
13871.0,1,13,6095.24
13872.0,436,3,919.57
13873.0,28,8,1038.92
13874.0,267,7,2049.15
13875.0,42,13,4452.38
13877.0,379,2,332.44
13878.0,456,3,1191.53
13879.0,554,1,395.5
13880.0,54,12,2852.65
13881.0,4,34,37418.26
13883.0,127,14,5628.32
13884.0,186,8,1297.13
13885.0,98,2,506.8
13887.0,113,1,349.55
13888.0,28,7,2169.05
13889.0,1,6,1991.23
13890.0,16,6,1544.68
13891.0,287,3,863.56
13892.0,155,3,689.2
13893.0,206,1,821.1
13894.0,219,1,160.85
13895.0,52,4,2352.75
13896.0,534,1,388.55
13897.0,347,2,849.56
13898.0,234,2,686.4
13899.0,183,1,298.5
13900.0,92,6,1610.59
13901.0,16,14,5461.42
13902.0,541,5,34095.26
13903.0,309,1,165.45
13904.0,203,1,201.12
13905.0,641,1,312.65
13906.0,318,1,42.0
13907.0,600,1,136.8
13908.0,35,3,1461.61
13909.0,332,2,286.6
13911.0,53,19,4091.71
13912.0,332,1,124.95
13913.0,415,1,42.22
13915.0,303,1,70.8
13916.0,372,4,1275.81
13917.0,100,1,65.38
13918.0,162,1,198.2
13919.0,30,3,1189.02
13920.0,340,4,1774.68
13921.0,311,4,730.7
13922.0,260,3,865.2
13925.0,1,4,678.25
13927.0,346,1,359.27
13928.0,15,2,225.45
13929.0,78,11,3494.1
13930.0,45,1,210.0
13931.0,4,11,5257.38
13932.0,203,1,307.4
13933.0,18,2,608.79
13934.0,172,1,922.1
13935.0,505,3,6116.92
13936.0,88,3,939.66
13937.0,78,2,880.13
13939.0,17,6,1382.62
13940.0,25,2,391.06
13941.0,80,13,8840.6
13942.0,443,1,320.0
13943.0,486,1,246.54
13944.0,562,1,200.43
13945.0,303,2,854.15
13946.0,110,5,1800.63
13948.0,269,4,548.76
13949.0,3,1,537.9
13950.0,155,1,179.31
13951.0,85,3,674.45
13952.0,126,14,12823.52
13953.0,24,10,5729.36
13955.0,63,3,545.17
13956.0,47,3,680.27
13957.0,326,3,458.25
13958.0,288,8,4709.23
13959.0,190,5,815.42
13961.0,301,1,538.4
13962.0,154,2,310.85
13963.0,217,17,3011.87
13964.0,296,2,438.9
13965.0,385,3,996.61
13966.0,344,1,390.86
13967.0,54,2,166.3
13968.0,332,1,123.66
13969.0,16,28,8223.28
13970.0,295,2,846.55
13971.0,15,12,3895.21
13972.0,110,1,145.9
13973.0,196,1,264.7
13974.0,491,1,264.13
13975.0,37,10,4330.27
13976.0,115,4,1192.36
13977.0,320,1,519.81
13979.0,302,6,2546.36
13980.0,348,4,599.78
13981.0,324,1,331.14
13982.0,72,8,3803.92
13983.0,96,17,6186.08
13984.0,35,11,1947.42
13985.0,16,14,5733.77
13987.0,288,2,682.54
13988.0,71,5,2533.34
13989.0,148,4,1656.65
13990.0,122,1,311.3
13991.0,52,1,126.35
13992.0,289,2,142.7
13993.0,9,16,5556.76
13994.0,14,2,419.56
13995.0,24,12,3380.22
13996.0,295,2,895.76
13997.0,428,3,382.31
13998.0,355,3,566.7
13999.0,4,26,8469.42
14000.0,120,5,2046.34
14001.0,141,8,3796.15
14002.0,43,2,529.73
14003.0,641,1,209.41
14004.0,7,9,4879.07
14005.0,42,3,696.56
14006.0,24,7,2196.67
14007.0,421,1,79.48
14008.0,341,1,509.04
14009.0,107,3,1099.91
14010.0,474,2,445.15
14011.0,389,2,457.82
14012.0,186,1,328.8
14013.0,19,5,1084.57
14014.0,285,2,1443.03
14016.0,70,11,11403.41
14017.0,480,1,229.75
14018.0,554,1,367.15
14019.0,7,2,800.53
14020.0,385,2,606.21
14021.0,64,7,1716.58
14022.0,134,2,792.15
14023.0,159,1,273.14
14024.0,30,3,645.74
14025.0,373,8,4057.9
14026.0,379,2,713.11
14028.0,459,3,10396.5
14029.0,53,1,165.2
14030.0,30,18,7559.7
14031.0,35,38,33339.34
14032.0,77,11,3720.05
14033.0,464,1,109.44
14034.0,66,2,473.91
14035.0,16,7,2265.96
14036.0,193,1,626.65
14037.0,85,6,836.95
14038.0,53,4,2595.92
14039.0,484,1,115.08
14040.0,3,33,11778.96
14041.0,175,1,141.41
14042.0,634,1,431.98
14043.0,400,2,304.25
14044.0,12,9,3012.39
14045.0,18,16,11313.03
14046.0,193,1,154.99
14047.0,108,12,3582.34
14048.0,214,3,748.69
14049.0,67,12,10842.7
14050.0,15,1,485.98
14051.0,0,30,16095.45
14052.0,299,1,255.45
14053.0,33,4,572.3
14055.0,15,3,1520.96
14056.0,16,17,5382.51
14057.0,9,18,7002.86
14058.0,371,2,469.19
14059.0,175,1,183.6
14060.0,17,25,7481.44
14061.0,416,3,917.43
14062.0,0,22,23940.02
14063.0,347,9,22710.2
14064.0,22,14,3076.36
14065.0,298,3,891.02
14066.0,175,1,152.55
14067.0,5,1,224.67
14068.0,229,4,1528.37
14069.0,423,2,230.06
14070.0,593,1,326.55
14071.0,169,2,356.81
14072.0,575,1,390.85
14074.0,532,1,219.4
14075.0,170,4,1100.53
14076.0,38,1,122.47
14077.0,91,4,426.06
14078.0,10,9,1692.63
14079.0,33,2,618.73
14080.0,322,4,1070.08
14081.0,211,10,5370.1
14082.0,273,2,413.36
14083.0,35,9,937.75
14084.0,421,1,150.5
14085.0,50,27,8904.62
14086.0,371,1,39.95
14087.0,313,2,651.8
14088.0,37,10,39052.88
14090.0,233,1,76.32
14091.0,563,2,9530.08
14092.0,8,20,5897.96
14094.0,348,1,335.22
14095.0,631,1,2.95
14096.0,0,3,244.68
14097.0,390,2,422.86
14099.0,29,17,4971.46
14100.0,46,1,194.9
14101.0,51,12,8929.53
14104.0,63,5,771.58
14105.0,148,5,5988.83
14106.0,646,1,214.8
14107.0,5,10,4636.01
14108.0,10,3,738.38
14110.0,28,26,10564.42
14111.0,4,3,295.5
14112.0,39,10,4820.26
14113.0,263,13,5685.69
14114.0,182,7,1364.09
14115.0,410,2,622.67
14116.0,1,2,628.87
14117.0,52,1,90.0
14118.0,337,1,458.45
14119.0,284,2,183.37
14122.0,315,3,362.42
14123.0,642,1,436.18
14126.0,353,1,466.33
14127.0,31,6,1900.08
14128.0,164,2,592.25
14129.0,4,7,2193.71
14130.0,228,4,1882.67
14131.0,557,1,187.87
14132.0,22,5,1552.46
14133.0,38,4,911.14
14134.0,291,15,11123.35
14135.0,14,19,8143.93
14136.0,309,5,1570.81
14137.0,604,1,332.7
14139.0,399,3,670.98
14141.0,14,1,285.16
14142.0,282,2,983.15
14143.0,42,1,115.8
14144.0,395,1,30.6
14145.0,65,6,6709.05
14146.0,163,9,7163.03
14147.0,194,8,2289.6
14148.0,142,2,466.29
14149.0,129,1,446.62
14150.0,268,1,306.18
14151.0,582,2,679.45
14152.0,143,6,1690.56
14153.0,392,1,233.4
14154.0,148,8,6460.7
14155.0,175,1,118.75
14156.0,2,143,295425.08
14157.0,194,4,847.07
14159.0,4,16,6004.89
14160.0,519,7,8421.47
14161.0,124,7,3318.88
14162.0,82,2,289.36
14163.0,61,4,1808.1
14165.0,184,1,122.54
14166.0,414,2,256.85
14167.0,74,7,1123.75
14168.0,329,2,370.45
14169.0,339,2,624.43
14170.0,284,3,597.33
14171.0,7,2,498.79
14172.0,514,3,402.72
14173.0,128,3,249.2
14175.0,80,7,5662.57
14176.0,206,5,916.01
14177.0,4,12,1979.34
14178.0,7,3,493.36
14180.0,0,30,5829.65
14181.0,319,2,310.55
14182.0,352,4,678.77
14183.0,320,2,286.29
14185.0,240,1,197.65
14186.0,336,5,1550.63
14187.0,382,1,123.5
14188.0,18,4,1383.46
14189.0,5,12,4428.23
14190.0,575,1,79.9
14191.0,17,9,2391.16
14192.0,297,1,293.74
14193.0,178,2,779.34
14194.0,15,27,12987.52
14195.0,110,6,2615.6
14196.0,15,1,335.52
14197.0,319,1,390.05
14198.0,54,7,1225.28
14199.0,127,4,1091.7
14200.0,526,1,379.2
14201.0,58,8,967.34
14202.0,290,3,847.76
14203.0,306,1,339.34
14204.0,331,3,901.93
14205.0,173,8,2170.4
14206.0,148,3,1185.01
14207.0,596,1,157.8
14208.0,3,2,567.05
14209.0,30,14,4796.17
14210.0,14,16,5861.52
14211.0,5,15,3291.12
14212.0,354,1,1119.66
14213.0,313,1,1192.2
14214.0,65,3,899.16
14215.0,95,7,2724.88
14216.0,323,1,310.74
14217.0,8,16,2623.41
14219.0,318,2,543.89
14220.0,156,4,1515.0
14221.0,22,15,5701.7
14222.0,86,1,683.17
14223.0,1,3,991.13
14224.0,19,9,1897.9
14225.0,343,4,2037.02
14226.0,119,3,2479.74
14227.0,105,12,5417.27
14228.0,346,3,745.5
14229.0,200,6,1808.97
14230.0,344,3,979.8
14231.0,92,4,1235.62
14232.0,24,4,1573.33
14233.0,120,6,2400.65
14235.0,66,8,4375.99
14236.0,281,4,1443.08
14237.0,282,2,632.14
14238.0,235,3,434.23
14239.0,3,19,3763.21
14240.0,134,2,584.0
14241.0,92,2,333.7
14242.0,143,2,280.55
14243.0,4,15,7148.23
14244.0,569,1,366.42
14245.0,128,2,1693.45
14246.0,19,3,1474.06
14247.0,187,5,772.66
14248.0,227,3,1032.95
14249.0,319,12,5625.46
14252.0,290,1,350.99
14253.0,402,2,363.4
14254.0,341,1,601.03
14255.0,455,1,1000.63
14256.0,169,5,2473.99
14257.0,32,8,5580.57
14258.0,60,23,28767.68
14259.0,50,1,120.0
14260.0,380,3,824.28
14262.0,16,3,855.0
14263.0,332,1,322.93
14264.0,63,6,1517.36
14265.0,18,4,1373.35
14266.0,337,1,40.56
14267.0,71,3,1516.24
14268.0,379,1,354.85
14269.0,348,1,295.73
14270.0,240,1,492.65
14271.0,134,2,219.13
14272.0,163,3,614.94
14273.0,45,3,450.05
14274.0,595,1,256.6
14275.0,304,6,1189.38
14276.0,7,7,2102.68
14277.0,121,7,14647.04
14278.0,318,1,205.83
14279.0,429,2,191.86
14280.0,105,1,134.04
14281.0,317,1,245.15
14282.0,18,19,6615.76
14283.0,372,4,628.44
14284.0,562,1,704.4
14285.0,85,5,1380.31
14286.0,151,5,5901.09
14287.0,107,2,83.28
14288.0,122,1,426.6
14289.0,43,5,832.78
14290.0,270,4,2979.47
14291.0,29,19,6376.39
14292.0,54,11,6944.53
14293.0,56,8,2960.78
14294.0,316,1,375.34
14295.0,347,4,2196.71
14296.0,330,2,456.4
14297.0,183,1,232.6
14298.0,8,75,80849.7
14299.0,16,23,12971.01
14301.0,26,4,1992.18
14302.0,339,3,742.9
14303.0,316,2,277.94
14304.0,131,3,1725.01
14305.0,22,2,1048.45
14306.0,287,4,1058.08
14307.0,43,8,4383.2
14308.0,458,2,1147.02
14309.0,2,9,3061.98
14310.0,341,1,492.1
14311.0,151,2,516.45
14312.0,0,10,2525.89
14314.0,15,2,229.8
14315.0,38,7,2266.84
14316.0,331,5,1370.34
14318.0,369,1,158.02
14319.0,333,1,494.85
14320.0,115,5,1346.75
14321.0,25,5,1587.96
14322.0,338,4,474.1
14323.0,23,2,605.06
14324.0,318,2,701.61
14325.0,478,1,245.48
14326.0,151,3,940.98
14327.0,72,6,1894.93
14328.0,347,1,445.05
14329.0,17,12,8397.41
14330.0,532,1,200.63
14331.0,33,2,462.66
14332.0,56,3,1196.24
14334.0,2,11,4094.98
14335.0,5,1,359.25
14336.0,107,3,1114.39
14338.0,70,3,928.1
14339.0,151,2,620.27
14340.0,127,1,134.7
14341.0,39,16,3424.56
14342.0,46,4,669.62
14343.0,330,4,1088.91
14344.0,36,20,3333.7
14346.0,29,5,2315.75
14347.0,645,1,82.6
14348.0,169,1,409.57
14350.0,183,3,972.03
14351.0,73,1,51.0
14352.0,66,4,1078.96
14353.0,124,3,376.5
14355.0,274,3,1014.45
14358.0,298,2,400.06
14360.0,3,1,1134.69
14361.0,487,1,214.71
14363.0,311,2,227.47
14364.0,17,8,3717.35
14365.0,303,2,634.68
14366.0,434,1,136.0
14367.0,46,10,5448.45
14368.0,228,1,155.0
14369.0,551,2,469.13
14370.0,359,6,1175.78
14371.0,204,1,100.5
14372.0,352,2,860.08
14373.0,267,1,76.55
14374.0,450,1,108.0
14375.0,94,3,1132.99
14376.0,592,1,215.46
14377.0,100,2,617.05
14378.0,530,1,131.25
14379.0,204,3,1031.79
14380.0,591,1,48.96
14381.0,360,1,428.66
14382.0,299,1,620.73
14383.0,72,1,242.09
14384.0,409,1,58.5
14386.0,205,1,142.4
14387.0,18,1,440.76
14388.0,0,14,5765.93
14389.0,99,4,1165.69
14390.0,53,8,3339.67
14391.0,485,1,135.6
14392.0,341,1,266.4
14393.0,127,1,67.95
14394.0,473,1,93.8
14395.0,86,17,6666.52
14396.0,280,6,1744.29
14397.0,2,10,1036.12
14398.0,310,2,707.79
14399.0,303,8,2113.16
14400.0,58,3,1732.47
14401.0,4,19,5823.8
14402.0,561,1,285.6
14403.0,39,6,1880.51
14404.0,17,12,2772.31
14405.0,295,1,195.0
14406.0,28,1,156.75
14407.0,16,6,2157.73
14408.0,3,10,3801.55
14409.0,31,8,3640.37
14410.0,1,11,2651.14
14411.0,219,1,1063.0
14412.0,333,1,656.16
14413.0,271,4,770.37
14414.0,0,8,2399.33
14415.0,7,19,9993.0
14417.0,296,1,604.2
14418.0,17,1,150.44
14419.0,161,3,510.41
14420.0,8,4,1639.17
14421.0,120,5,2111.44
14422.0,79,15,7040.03
14423.0,127,3,916.61
14425.0,343,3,661.39
14426.0,49,13,10131.85
14427.0,403,2,900.18
14428.0,148,2,330.62
14429.0,312,1,516.28
14430.0,420,3,1220.9
14431.0,211,4,2614.2
14433.0,374,1,289.6
14435.0,410,1,90.42
14436.0,7,2,271.7
14437.0,274,5,958.84
14438.0,215,1,131.9
14439.0,228,5,9443.04
14440.0,225,10,5466.76
14441.0,3,9,3596.2
14442.0,113,7,5367.02
14443.0,47,4,1957.79
14444.0,365,1,132.04
14445.0,364,1,221.65
14446.0,155,2,504.77
14447.0,105,3,1149.53
14448.0,273,1,102.35
14449.0,155,6,1977.0
14450.0,89,7,1128.44
14451.0,103,11,3006.18
14452.0,2,3,528.52
14453.0,99,1,119.93
14454.0,285,5,977.3
14455.0,341,4,628.21
14456.0,40,3,636.65
14457.0,219,1,113.64
14458.0,289,1,237.42
14459.0,64,2,5375.74
14460.0,19,9,1093.5
14461.0,57,13,6713.5
14462.0,29,10,1800.09
14463.0,7,4,786.57
14464.0,477,2,111.0
14465.0,155,11,3946.03
14466.0,24,11,3954.95
14467.0,221,9,1753.93
14468.0,642,1,204.24
14469.0,325,4,2112.21
14470.0,196,2,548.49
14471.0,500,2,400.95
14472.0,12,9,2228.22
14473.0,191,1,85.0
14474.0,488,1,730.42
14475.0,95,3,847.47
14476.0,166,1,215.7
14477.0,93,5,1183.0
14478.0,291,4,1276.66
14479.0,162,4,1299.11
14480.0,311,3,1020.47
14481.0,73,5,2311.49
14482.0,8,8,2755.71
14483.0,190,2,257.1
14484.0,310,3,749.06
14486.0,420,2,175.5
14487.0,277,2,382.38
14489.0,116,4,1574.93
14490.0,315,2,1273.47
14491.0,84,2,468.13
14492.0,339,7,1921.91
14493.0,64,6,3358.13
14494.0,310,2,261.9
14495.0,30,2,91.6
14496.0,220,7,2668.23
14497.0,218,2,697.06
14498.0,25,9,3235.74
14499.0,42,6,1694.61
14500.0,21,2,335.85
14501.0,92,2,251.21
14502.0,58,7,1176.01
14503.0,87,1,597.07
14504.0,152,3,542.71
14505.0,18,17,10351.84
14506.0,71,5,2110.16
14507.0,10,9,2825.94
14508.0,285,3,598.52
14509.0,443,1,110.95
14510.0,284,3,1007.28
14511.0,1,2,329.89
14512.0,96,7,1223.47
14513.0,9,6,788.01
14514.0,110,8,3946.74
14515.0,100,8,2412.82
14516.0,425,1,163.92
14517.0,50,1,252.45
14519.0,592,2,206.09
14520.0,199,1,165.0
14521.0,400,1,199.45
14522.0,1,6,1544.78
14523.0,17,1,241.09
14524.0,87,9,2118.75
14525.0,9,15,6834.58
14526.0,298,1,262.4
14527.0,7,107,24564.9
14529.0,19,1,135.24
14530.0,2,15,5817.61
14531.0,388,1,376.34
14532.0,145,11,3859.18
14533.0,21,6,2251.63
14534.0,4,22,4859.75
14535.0,36,8,4820.45
14536.0,168,1,171.8
14537.0,532,1,285.84
14538.0,165,4,1089.09
14540.0,218,9,2994.98
14541.0,77,13,2353.68
14542.0,94,1,103.25
14543.0,17,36,14541.54
14544.0,270,2,2079.9
14545.0,583,1,349.25
14546.0,110,8,3494.69
14548.0,59,9,2627.49
14549.0,220,4,916.55
14550.0,297,2,587.69
14551.0,113,6,819.24
14552.0,60,3,511.28
14553.0,127,6,1294.59
14555.0,211,5,2189.43
14556.0,505,3,835.34
14558.0,563,3,655.5
14559.0,299,1,75.6
14560.0,3,37,5441.46
14561.0,71,2,566.99
14562.0,1,15,3994.51
14563.0,418,2,679.44
14564.0,343,2,2605.62
14565.0,4,5,3859.22
14566.0,19,4,4092.0
14567.0,39,1,800.76
14568.0,344,1,919.7
14569.0,361,3,371.59
14570.0,189,3,613.75
14571.0,334,1,161.65
14572.0,19,9,4871.78
14573.0,88,13,2621.42
14574.0,641,1,143.7
14575.0,397,1,460.71
14576.0,281,1,70.8
14577.0,72,6,1161.18
14579.0,341,1,105.56
14580.0,427,1,14.85
14581.0,453,1,295.2
14583.0,53,7,1516.12
14584.0,78,8,1747.91
14585.0,291,4,986.22
14586.0,185,1,237.36
14587.0,93,8,1473.53
14588.0,487,1,135.39
14589.0,280,1,79.5
14590.0,333,20,3006.62
14591.0,122,1,250.22
14593.0,107,11,3433.61
14594.0,282,1,510.0
14595.0,222,3,587.65
14596.0,535,1,229.47
14597.0,100,5,1483.49
14598.0,478,1,162.07
14599.0,299,2,474.54
14600.0,214,2,865.17
14602.0,565,1,205.36
14603.0,183,1,660.0
14604.0,542,1,143.86
14605.0,283,4,937.16
14606.0,2,170,28268.6
14607.0,170,9,8063.13
14608.0,271,8,1771.79
14609.0,52,9,1371.0
14610.0,304,2,24.35
14611.0,352,2,604.33
14612.0,324,1,877.7
14613.0,589,1,76.32
14614.0,295,1,295.13
14615.0,303,5,951.76
14616.0,151,5,527.78
14617.0,311,2,190.47
14618.0,246,5,1000.68
14619.0,154,2,1291.24
14620.0,114,2,412.78
14621.0,65,7,2215.12
14622.0,93,1,320.58
14623.0,25,8,1779.04
14624.0,324,4,588.22
14625.0,105,11,4497.88
14626.0,31,9,4190.94
14627.0,288,1,462.75
14628.0,0,5,1998.0
14630.0,393,1,338.65
14631.0,144,5,1648.79
14632.0,171,1,114.56
14633.0,175,1,344.9
14634.0,346,4,2124.46
14635.0,362,1,215.22
14636.0,177,1,300.19
14637.0,586,1,106.68
14639.0,29,7,3983.7
14640.0,36,8,3043.04
14643.0,79,5,1679.89
14644.0,207,6,1604.46
14645.0,65,3,876.89
14646.0,1,120,426699.12
14647.0,110,2,519.97
14648.0,325,15,4546.86
14649.0,121,7,2942.24
14650.0,498,1,62.5
14651.0,120,8,1795.84
14653.0,247,6,2011.8
14654.0,647,1,246.86
14655.0,131,4,2756.84
14656.0,78,5,814.65
14657.0,64,5,1251.59
14658.0,26,1,123.14
14659.0,54,6,1641.55
14660.0,9,1,128.95
14662.0,143,6,1170.02
14663.0,339,2,490.6
14665.0,205,5,1645.61
14667.0,3,47,18756.96
14668.0,354,1,111.63
14669.0,150,7,3243.93
14670.0,189,3,602.0
14671.0,458,2,1127.45
14672.0,143,4,1113.14
14673.0,276,3,2047.9
14674.0,418,1,173.66
14675.0,297,1,462.15
14676.0,56,10,7499.47
14677.0,501,1,184.91
14678.0,488,1,403.39
14679.0,290,3,1289.44
14680.0,4,56,54081.22
14681.0,120,4,770.15
14682.0,96,6,1514.81
14683.0,497,1,146.56
14684.0,124,3,751.53
14685.0,485,8,4619.79
