CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score_Sum,Customer_Persona
13570.0,152,1,239.49,3,1,1,311,5,Others / Need Attention
13571.0,1,21,3538.05,5,5,5,555,15,Champions
13572.0,114,1,1384.25,3,1,4,314,8,Others / Need Attention
13573.0,162,5,653.84,3,4,3,343,10,Loyal Customers
13574.0,320,1,421.25,2,1,2,212,5,About to Sleep
13575.0,42,2,218.75,4,2,1,421,7,Promising / Potential
13576.0,5,23,9675.34,5,5,5,555,15,Champions
13577.0,1,10,2995.48,5,5,5,555,15,Champions
13578.0,318,1,147.66,2,1,1,211,4,About to Sleep
13579.0,278,4,1236.7,2,3,4,234,9,At Risk
13580.0,315,1,107.75,2,1,1,211,4,About to Sleep
13581.0,218,2,280.53,3,2,2,322,7,Promising / Potential
13582.0,298,2,241.68,2,2,1,221,5,About to Sleep
13583.0,64,2,1445.03,4,2,4,424,10,Promising / Potential
13584.0,215,3,392.45,3,3,2,332,8,Loyal Customers
13585.0,439,3,684.54,1,3,3,133,7,Others / Need Attention
13586.0,450,1,131.53,1,1,1,111,3,Hibernating / Lost
13587.0,358,3,961.1,1,3,3,133,7,Others / Need Attention
13588.0,8,4,1420.72,5,3,4,534,12,Loyal Customers
13589.0,88,5,888.09,4,4,3,443,11,Champions
13590.0,59,16,5484.05,4,5,5,455,14,Champions
13591.0,113,6,1753.04,3,4,4,344,11,Loyal Customers
13592.0,114,3,205.51,3,3,1,331,7,Loyal Customers
13593.0,17,14,5523.69,5,5,5,555,15,Champions
13594.0,394,1,136.35,1,1,1,111,3,Hibernating / Lost
13595.0,425,3,818.22,1,3,3,133,7,Others / Need Attention
13597.0,309,2,396.71,2,2,2,222,6,About to Sleep
13598.0,404,4,609.42,1,3,3,133,7,Others / Need Attention
13599.0,65,20,7327.8,4,5,5,455,14,Champions
13600.0,221,2,518.42,3,2,2,322,7,Promising / Potential
13601.0,120,3,865.02,3,3,3,333,9,Loyal Customers
13602.0,290,3,596.28,2,3,3,233,8,At Risk
13604.0,567,1,717.62,1,1,3,113,5,Hibernating / Lost
13605.0,296,2,522.67,2,2,2,222,6,About to Sleep
13606.0,152,2,250.42,3,2,1,321,6,Promising / Potential
13607.0,311,1,400.3,2,1,2,212,5,About to Sleep
13608.0,449,1,236.2,1,1,1,111,3,Hibernating / Lost
13609.0,502,1,167.35,1,1,1,111,3,Hibernating / Lost
13610.0,19,12,1820.21,5,5,4,554,14,Champions
13611.0,79,9,2784.45,4,5,5,455,14,Champions
13612.0,541,1,818.29,1,1,3,113,5,Hibernating / Lost
13613.0,361,5,1039.85,1,4,3,143,8,Can't Lose Them
13614.0,73,4,1543.71,4,3,4,434,11,Loyal Customers
13615.0,227,8,6272.53,3,5,5,355,13,Loyal Customers
13616.0,477,2,288.1,1,2,2,122,5,Hibernating / Lost
13617.0,22,7,1100.27,5,4,3,543,12,Champions
13618.0,82,1,177.34,4,1,1,411,6,New Customers
13619.0,453,2,231.69,1,2,1,121,4,Hibernating / Lost
13620.0,437,1,112.34,1,1,1,111,3,Hibernating / Lost
13621.0,25,1,213.85,5,1,1,511,7,New Customers
13622.0,605,1,658.95,1,1,3,113,5,Hibernating / Lost
13623.0,119,9,2370.63,3,5,4,354,12,Loyal Customers
13624.0,297,1,462.08,2,1,2,212,5,About to Sleep
13625.0,505,1,301.26,1,1,2,112,4,Hibernating / Lost
13626.0,161,2,707.04,3,2,3,323,8,Promising / Potential
13627.0,85,5,1634.43,4,4,4,444,12,Champions
13628.0,585,1,310.14,1,1,2,112,4,Hibernating / Lost
13629.0,8,16,11296.86,5,5,5,555,15,Champions
13630.0,14,5,1361.46,5,4,4,544,13,Champions
13631.0,8,11,3070.42,5,5,5,555,15,Champions
13632.0,82,6,2341.48,4,4,4,444,12,Champions
13634.0,15,14,4282.08,5,5,5,555,15,Champions
13635.0,351,3,1928.13,1,3,4,134,8,Others / Need Attention
13636.0,31,4,646.55,5,3,3,533,11,Loyal Customers
13637.0,96,2,684.85,4,2,3,423,9,Promising / Potential
13639.0,345,1,312.93,2,1,2,212,5,About to Sleep
13640.0,520,1,405.0,1,1,2,112,4,Hibernating / Lost
13641.0,549,5,1016.47,1,4,3,143,8,Can't Lose Them
13642.0,124,4,514.72,3,3,2,332,8,Loyal Customers
13643.0,7,9,1896.73,5,5,4,554,14,Champions
13644.0,14,1,851.09,5,1,3,513,9,New Customers
13645.0,29,1,252.1,5,1,1,511,7,New Customers
13646.0,308,2,326.25,2,2,2,222,6,About to Sleep
13647.0,84,6,2197.42,4,4,4,444,12,Champions
13648.0,309,8,1764.02,2,5,4,254,11,At Risk
13649.0,165,6,1678.88,3,4,4,344,11,Loyal Customers
13650.0,116,6,2197.18,3,4,4,344,11,Loyal Customers
13651.0,290,1,132.65,2,1,1,211,4,About to Sleep
13652.0,165,4,2114.01,3,3,4,334,10,Loyal Customers
13653.0,396,1,152.2,1,1,1,111,3,Hibernating / Lost
13654.0,54,9,5314.94,4,5,5,455,14,Champions
13655.0,23,6,2280.51,5,4,4,544,13,Champions
13656.0,73,4,1078.85,4,3,3,433,10,Loyal Customers
13657.0,110,1,152.34,3,1,1,311,5,Others / Need Attention
13658.0,113,5,4319.63,3,4,5,345,12,Loyal Customers
13659.0,114,12,4894.88,3,5,5,355,13,Loyal Customers
13660.0,309,1,314.59,2,1,2,212,5,About to Sleep
13661.0,512,1,325.24,1,1,2,112,4,Hibernating / Lost
13662.0,121,10,1885.29,3,5,4,354,12,Loyal Customers
13663.0,88,5,2047.51,4,4,4,444,12,Champions
13665.0,295,3,1711.66,2,3,4,234,9,At Risk
13666.0,196,4,107.3,3,3,1,331,7,Loyal Customers
13667.0,58,1,305.02,4,1,2,412,7,New Customers
13668.0,22,30,11661.22,5,5,5,555,15,Champions
13669.0,58,2,243.15,4,2,1,421,7,Promising / Potential
13671.0,303,1,194.95,2,1,1,211,4,About to Sleep
13672.0,210,3,419.92,3,3,2,332,8,Loyal Customers
13674.0,341,1,240.68,2,1,1,211,4,About to Sleep
13675.0,60,2,486.82,4,2,2,422,8,Promising / Potential
13676.0,448,2,243.9,1,2,1,121,4,Hibernating / Lost
13677.0,313,2,556.19,2,2,2,222,6,About to Sleep
13678.0,60,1,232.6,4,1,1,411,6,New Customers
13679.0,402,3,281.26,1,3,2,132,6,Others / Need Attention
13680.0,246,10,10104.84,2,5,5,255,12,At Risk
13681.0,64,1,203.46,4,1,1,411,6,New Customers
13682.0,96,1,59.5,4,1,1,411,6,New Customers
13683.0,366,1,258.6,1,1,1,111,3,Hibernating / Lost
13684.0,194,4,596.98,3,3,3,333,9,Loyal Customers
13686.0,91,3,409.04,4,3,2,432,9,Loyal Customers
13687.0,347,1,11880.84,2,1,5,215,8,About to Sleep
13688.0,544,1,375.5,1,1,2,112,4,Hibernating / Lost
13689.0,353,1,349.5,1,1,2,112,4,Hibernating / Lost
13691.0,305,1,212.78,2,1,1,211,4,About to Sleep
13692.0,122,4,2497.66,3,3,4,334,10,Loyal Customers
13693.0,283,9,2011.82,2,5,4,254,11,At Risk
13694.0,16,132,177354.83,5,5,5,555,15,Champions
13695.0,7,13,2033.67,5,5,4,554,14,Champions
13696.0,330,3,2020.4,2,3,4,234,9,At Risk
13698.0,505,2,465.53,1,2,2,122,5,Hibernating / Lost
13699.0,64,2,764.15,4,2,3,423,9,Promising / Potential
13700.0,1,11,1999.6,5,5,4,554,14,Champions
13701.0,355,1,161.0,1,1,1,111,3,Hibernating / Lost
13702.0,354,1,135.18,1,1,1,111,3,Hibernating / Lost
13703.0,227,2,425.56,3,2,2,322,7,Promising / Potential
13705.0,53,6,1846.15,4,4,4,444,12,Champions
13706.0,211,2,631.17,3,2,3,323,8,Promising / Potential
13707.0,176,5,3365.86,3,4,5,345,12,Loyal Customers
13708.0,180,1,296.88,3,1,2,312,6,Others / Need Attention
13709.0,10,10,4202.91,5,5,5,555,15,Champions
13710.0,332,2,329.04,2,2,2,222,6,About to Sleep
13711.0,127,9,1792.26,3,5,4,354,12,Loyal Customers
13712.0,155,2,766.42,3,2,3,323,8,Promising / Potential
13713.0,317,3,743.26,2,3,3,233,8,At Risk
13714.0,374,1,161.35,1,1,1,111,3,Hibernating / Lost
13715.0,190,17,8483.29,3,5,5,355,13,Loyal Customers
13716.0,178,1,138.28,3,1,1,311,5,Others / Need Attention
13717.0,37,6,1274.28,4,4,4,444,12,Champions
13718.0,155,2,306.55,3,2,2,322,7,Promising / Potential
13719.0,114,8,2112.31,3,5,4,354,12,Loyal Customers
13720.0,25,4,799.9,5,3,3,533,11,Loyal Customers
13721.0,304,1,217.4,2,1,1,211,4,About to Sleep
13722.0,40,10,5635.41,4,5,5,455,14,Champions
13723.0,126,6,1209.2,3,4,4,344,11,Loyal Customers
13724.0,546,1,213.01,1,1,1,111,3,Hibernating / Lost
13725.0,78,7,1865.7,4,4,4,444,12,Champions
13726.0,9,1,292.68,5,1,2,512,8,New Customers
13727.0,520,6,746.57,1,4,3,143,8,Can't Lose Them
13728.0,16,15,2636.05,5,5,4,554,14,Champions
13729.0,344,3,724.73,2,3,3,233,8,At Risk
13730.0,44,2,752.6,4,2,3,423,9,Promising / Potential
13731.0,128,2,610.59,3,2,3,323,8,Promising / Potential
13733.0,319,2,487.03,2,2,2,222,6,About to Sleep
13734.0,417,4,6701.64,1,3,5,135,9,Others / Need Attention
13735.0,84,11,8337.67,4,5,5,455,14,Champions
13736.0,169,6,2391.84,3,4,4,344,11,Loyal Customers
13737.0,109,1,339.6,3,1,2,312,6,Others / Need Attention
13738.0,305,1,440.93,2,1,2,212,5,About to Sleep
13739.0,436,1,75.3,1,1,1,111,3,Hibernating / Lost
13740.0,149,5,1597.77,3,4,4,344,11,Loyal Customers
13741.0,92,2,363.13,4,2,2,422,8,Promising / Potential
13742.0,71,10,2648.72,4,5,4,454,13,Champions
13743.0,16,5,912.12,5,4,3,543,12,Champions
13744.0,4,2,1156.36,5,2,4,524,11,Promising / Potential
13745.0,71,2,777.36,4,2,3,423,9,Promising / Potential
13746.0,322,1,176.69,2,1,1,211,4,About to Sleep
13747.0,282,2,249.4,2,2,1,221,5,About to Sleep
13748.0,4,9,2268.35,5,5,4,554,14,Champions
13750.0,49,10,3271.55,4,5,5,455,14,Champions
13751.0,197,1,296.25,3,1,2,312,6,Others / Need Attention
13752.0,33,7,1590.73,5,4,4,544,13,Champions
13753.0,196,4,2094.57,3,3,4,334,10,Loyal Customers
13754.0,60,3,447.05,4,3,2,432,9,Loyal Customers
13756.0,2,17,6990.31,5,5,5,555,15,Champions
13757.0,583,1,195.55,1,1,1,111,3,Hibernating / Lost
13758.0,110,13,8577.95,3,5,5,355,13,Loyal Customers
13760.0,165,4,1211.94,3,3,4,334,10,Loyal Customers
13761.0,88,5,1373.23,4,4,4,444,12,Champions
13762.0,127,5,2472.48,3,4,4,344,11,Loyal Customers
13763.0,326,2,3502.48,2,2,5,225,9,About to Sleep
13764.0,53,5,2377.13,4,4,4,444,12,Champions
13765.0,562,1,352.82,1,1,2,112,4,Hibernating / Lost
13766.0,404,1,190.35,1,1,1,111,3,Hibernating / Lost
13767.0,17,64,27996.54,5,5,5,555,15,Champions
13768.0,635,2,875.97,1,2,3,123,6,Hibernating / Lost
13769.0,1,18,5180.53,5,5,5,555,15,Champions
13770.0,331,4,785.37,2,3,3,233,8,At Risk
13771.0,108,7,4559.22,3,4,5,345,12,Loyal Customers
13772.0,5,7,2668.31,5,4,4,544,13,Champions
13773.0,305,2,301.54,2,2,2,222,6,About to Sleep
13775.0,499,1,1049.66,1,1,3,113,5,Hibernating / Lost
13776.0,337,2,623.98,2,2,3,223,7,About to Sleep
13777.0,38,52,42861.5,4,5,5,455,14,Champions
13778.0,12,4,1124.49,5,3,3,533,11,Loyal Customers
13779.0,424,1,161.13,1,1,1,111,3,Hibernating / Lost
13780.0,79,2,492.09,4,2,2,422,8,Promising / Potential
13781.0,159,3,778.83,3,3,3,333,9,Loyal Customers
13782.0,33,10,1369.65,5,5,4,554,14,Champions
13783.0,396,4,1542.09,1,3,4,134,8,Others / Need Attention
13784.0,3,12,2571.59,5,5,4,554,14,Champions
13785.0,337,4,542.49,2,3,2,232,7,At Risk
13786.0,276,6,3358.94,2,4,5,245,11,At Risk
13787.0,273,5,1019.86,2,4,3,243,9,At Risk
13788.0,414,1,3.75,1,1,1,111,3,Hibernating / Lost
13789.0,297,1,239.46,2,1,1,211,4,About to Sleep
13791.0,36,2,1516.0,5,2,4,524,11,Promising / Potential
13792.0,196,2,263.0,3,2,1,321,6,Promising / Potential
13793.0,555,1,96.0,1,1,1,111,3,Hibernating / Lost
13794.0,455,1,126.03,1,1,1,111,3,Hibernating / Lost
13795.0,297,4,836.3,2,3,3,233,8,At Risk
13796.0,408,1,289.7,1,1,2,112,4,Hibernating / Lost
13797.0,345,3,1179.45,2,3,4,234,9,At Risk
13798.0,2,95,67844.16,5,5,5,555,15,Champions
13799.0,25,9,2803.57,5,5,5,555,15,Champions
13800.0,218,3,1679.56,3,3,4,334,10,Loyal Customers
13802.0,47,19,26259.11,4,5,5,455,14,Champions
13803.0,164,3,1338.91,3,3,4,334,10,Loyal Customers
13804.0,5,6,2116.14,5,4,4,544,13,Champions
13805.0,38,1,500.24,4,1,2,412,7,New Customers
13807.0,276,3,534.8,2,3,2,232,7,At Risk
13808.0,2,2,723.1,5,2,3,523,10,Promising / Potential
13809.0,214,3,679.7,3,3,3,333,9,Loyal Customers
13811.0,92,3,814.5,4,3,3,433,10,Loyal Customers
13812.0,14,1,278.74,5,1,2,512,8,New Customers
13813.0,43,5,1783.75,4,4,4,444,12,Champions
13814.0,1,3,2257.32,5,3,4,534,12,Loyal Customers
13815.0,81,6,6426.13,4,4,5,445,13,Champions
13817.0,260,1,128.7,2,1,1,211,4,About to Sleep
13818.0,338,1,61.28,2,1,1,211,4,About to Sleep
13819.0,210,6,2642.35,3,4,4,344,11,Loyal Customers
13820.0,327,3,660.65,2,3,3,233,8,At Risk
13821.0,53,6,1410.73,4,4,4,444,12,Champions
13823.0,0,6,3096.21,5,4,5,545,14,Champions
13824.0,44,11,3045.66,4,5,5,455,14,Champions
13825.0,530,2,255.59,1,2,1,121,4,Hibernating / Lost
13826.0,85,1,189.5,4,1,1,411,6,New Customers
13827.0,42,2,300.76,4,2,2,422,8,Promising / Potential
13829.0,330,1,102.0,2,1,1,211,4,About to Sleep
13830.0,490,1,156.85,1,1,1,111,3,Hibernating / Lost
13831.0,47,16,6275.98,4,5,5,455,14,Champions
13832.0,331,1,561.49,2,1,2,212,5,About to Sleep
13833.0,68,2,701.36,4,2,3,423,9,Promising / Potential
13834.0,485,2,324.19,1,2,2,122,5,Hibernating / Lost
13835.0,64,5,798.04,4,4,3,443,11,Champions
13836.0,308,2,620.37,2,2,3,223,7,About to Sleep
13837.0,120,2,271.24,3,2,2,322,7,Promising / Potential
13838.0,26,9,1753.95,5,5,4,554,14,Champions
13839.0,395,1,139.95,1,1,1,111,3,Hibernating / Lost
13840.0,325,1,651.4,2,1,3,213,6,About to Sleep
13841.0,161,1,85.0,3,1,1,311,5,Others / Need Attention
13842.0,64,16,4409.56,4,5,5,455,14,Champions
13843.0,290,1,319.75,2,1,2,212,5,About to Sleep
13846.0,151,3,1106.66,3,3,3,333,9,Loyal Customers
13847.0,628,1,310.72,1,1,2,112,4,Hibernating / Lost
13848.0,1,8,3335.0,5,5,5,555,15,Champions
13849.0,79,4,2524.93,4,3,4,434,11,Loyal Customers
13850.0,38,1,1595.48,4,1,4,414,9,New Customers
13851.0,4,8,4606.46,5,5,5,555,15,Champions
13852.0,519,1,187.35,1,1,1,111,3,Hibernating / Lost
13854.0,1,34,10613.6,5,5,5,555,15,Champions
13855.0,409,4,1310.34,1,3,4,134,8,Others / Need Attention
13856.0,77,11,1142.03,4,5,3,453,12,Champions
13857.0,302,6,1001.01,2,4,3,243,9,At Risk
13859.0,235,2,515.86,3,2,2,322,7,Promising / Potential
13861.0,338,2,273.26,2,2,2,222,6,About to Sleep
13862.0,17,7,2128.03,5,4,4,544,13,Champions
13863.0,156,4,1239.55,3,3,4,334,10,Loyal Customers
13864.0,295,1,662.4,2,1,3,213,6,About to Sleep
13865.0,45,3,383.34,4,3,2,432,9,Loyal Customers
13867.0,127,1,138.85,3,1,1,311,5,Others / Need Attention
13869.0,32,10,8111.57,5,5,5,555,15,Champions
13870.0,10,12,5120.61,5,5,5,555,15,Champions
13871.0,1,13,6095.24,5,5,5,555,15,Champions
13872.0,436,3,919.57,1,3,3,133,7,Others / Need Attention
13873.0,28,8,1038.92,5,5,3,553,13,Champions
13874.0,267,7,2049.15,2,4,4,244,10,At Risk
13875.0,42,13,4452.38,4,5,5,455,14,Champions
13877.0,379,2,332.44,1,2,2,122,5,Hibernating / Lost
13878.0,456,3,1191.53,1,3,4,134,8,Others / Need Attention
13879.0,554,1,395.5,1,1,2,112,4,Hibernating / Lost
13880.0,54,12,2852.65,4,5,5,455,14,Champions
13881.0,4,34,37418.26,5,5,5,555,15,Champions
13883.0,127,14,5628.32,3,5,5,355,13,Loyal Customers
13884.0,186,8,1297.13,3,5,4,354,12,Loyal Customers
13885.0,98,2,506.8,4,2,2,422,8,Promising / Potential
13887.0,113,1,349.55,3,1,2,312,6,Others / Need Attention
13888.0,28,7,2169.05,5,4,4,544,13,Champions
13889.0,1,6,1991.23,5,4,4,544,13,Champions
13890.0,16,6,1544.68,5,4,4,544,13,Champions
13891.0,287,3,863.56,2,3,3,233,8,At Risk
13892.0,155,3,689.2,3,3,3,333,9,Loyal Customers
13893.0,206,1,821.1,3,1,3,313,7,Others / Need Attention
13894.0,219,1,160.85,3,1,1,311,5,Others / Need Attention
13895.0,52,4,2352.75,4,3,4,434,11,Loyal Customers
13896.0,534,1,388.55,1,1,2,112,4,Hibernating / Lost
13897.0,347,2,849.56,2,2,3,223,7,About to Sleep
13898.0,234,2,686.4,3,2,3,323,8,Promising / Potential
13899.0,183,1,298.5,3,1,2,312,6,Others / Need Attention
13900.0,92,6,1610.59,4,4,4,444,12,Champions
13901.0,16,14,5461.42,5,5,5,555,15,Champions
13902.0,541,5,34095.26,1,4,5,145,10,Can't Lose Them
13903.0,309,1,165.45,2,1,1,211,4,About to Sleep
13904.0,203,1,201.12,3,1,1,311,5,Others / Need Attention
13905.0,641,1,312.65,1,1,2,112,4,Hibernating / Lost
13906.0,318,1,42.0,2,1,1,211,4,About to Sleep
13907.0,600,1,136.8,1,1,1,111,3,Hibernating / Lost
13908.0,35,3,1461.61,5,3,4,534,12,Loyal Customers
13909.0,332,2,286.6,2,2,2,222,6,About to Sleep
13911.0,53,19,4091.71,4,5,5,455,14,Champions
13912.0,332,1,124.95,2,1,1,211,4,About to Sleep
13913.0,415,1,42.22,1,1,1,111,3,Hibernating / Lost
13915.0,303,1,70.8,2,1,1,211,4,About to Sleep
13916.0,372,4,1275.81,1,3,4,134,8,Others / Need Attention
13917.0,100,1,65.38,4,1,1,411,6,New Customers
13918.0,162,1,198.2,3,1,1,311,5,Others / Need Attention
13919.0,30,3,1189.02,5,3,4,534,12,Loyal Customers
13920.0,340,4,1774.68,2,3,4,234,9,At Risk
13921.0,311,4,730.7,2,3,3,233,8,At Risk
13922.0,260,3,865.2,2,3,3,233,8,At Risk
13925.0,1,4,678.25,5,3,3,533,11,Loyal Customers
13927.0,346,1,359.27,2,1,2,212,5,About to Sleep
13928.0,15,2,225.45,5,2,1,521,8,Promising / Potential
13929.0,78,11,3494.1,4,5,5,455,14,Champions
13930.0,45,1,210.0,4,1,1,411,6,New Customers
13931.0,4,11,5257.38,5,5,5,555,15,Champions
13932.0,203,1,307.4,3,1,2,312,6,Others / Need Attention
13933.0,18,2,608.79,5,2,3,523,10,Promising / Potential
13934.0,172,1,922.1,3,1,3,313,7,Others / Need Attention
13935.0,505,3,6116.92,1,3,5,135,9,Others / Need Attention
13936.0,88,3,939.66,4,3,3,433,10,Loyal Customers
13937.0,78,2,880.13,4,2,3,423,9,Promising / Potential
13939.0,17,6,1382.62,5,4,4,544,13,Champions
13940.0,25,2,391.06,5,2,2,522,9,Promising / Potential
13941.0,80,13,8840.6,4,5,5,455,14,Champions
13942.0,443,1,320.0,1,1,2,112,4,Hibernating / Lost
13943.0,486,1,246.54,1,1,1,111,3,Hibernating / Lost
13944.0,562,1,200.43,1,1,1,111,3,Hibernating / Lost
13945.0,303,2,854.15,2,2,3,223,7,About to Sleep
13946.0,110,5,1800.63,3,4,4,344,11,Loyal Customers
13948.0,269,4,548.76,2,3,2,232,7,At Risk
13949.0,3,1,537.9,5,1,2,512,8,New Customers
13950.0,155,1,179.31,3,1,1,311,5,Others / Need Attention
13951.0,85,3,674.45,4,3,3,433,10,Loyal Customers
13952.0,126,14,12823.52,3,5,5,355,13,Loyal Customers
13953.0,24,10,5729.36,5,5,5,555,15,Champions
13955.0,63,3,545.17,4,3,2,432,9,Loyal Customers
13956.0,47,3,680.27,4,3,3,433,10,Loyal Customers
13957.0,326,3,458.25,2,3,2,232,7,At Risk
13958.0,288,8,4709.23,2,5,5,255,12,At Risk
13959.0,190,5,815.42,3,4,3,343,10,Loyal Customers
13961.0,301,1,538.4,2,1,2,212,5,About to Sleep
13962.0,154,2,310.85,3,2,2,322,7,Promising / Potential
13963.0,217,17,3011.87,3,5,5,355,13,Loyal Customers
13964.0,296,2,438.9,2,2,2,222,6,About to Sleep
13965.0,385,3,996.61,1,3,3,133,7,Others / Need Attention
13966.0,344,1,390.86,2,1,2,212,5,About to Sleep
13967.0,54,2,166.3,4,2,1,421,7,Promising / Potential
13968.0,332,1,123.66,2,1,1,211,4,About to Sleep
13969.0,16,28,8223.28,5,5,5,555,15,Champions
13970.0,295,2,846.55,2,2,3,223,7,About to Sleep
13971.0,15,12,3895.21,5,5,5,555,15,Champions
13972.0,110,1,145.9,3,1,1,311,5,Others / Need Attention
13973.0,196,1,264.7,3,1,1,311,5,Others / Need Attention
13974.0,491,1,264.13,1,1,1,111,3,Hibernating / Lost
13975.0,37,10,4330.27,4,5,5,455,14,Champions
13976.0,115,4,1192.36,3,3,4,334,10,Loyal Customers
13977.0,320,1,519.81,2,1,2,212,5,About to Sleep
13979.0,302,6,2546.36,2,4,4,244,10,At Risk
13980.0,348,4,599.78,2,3,3,233,8,At Risk
13981.0,324,1,331.14,2,1,2,212,5,About to Sleep
13982.0,72,8,3803.92,4,5,5,455,14,Champions
13983.0,96,17,6186.08,4,5,5,455,14,Champions
13984.0,35,11,1947.42,5,5,4,554,14,Champions
13985.0,16,14,5733.77,5,5,5,555,15,Champions
13987.0,288,2,682.54,2,2,3,223,7,About to Sleep
13988.0,71,5,2533.34,4,4,4,444,12,Champions
13989.0,148,4,1656.65,3,3,4,334,10,Loyal Customers
13990.0,122,1,311.3,3,1,2,312,6,Others / Need Attention
13991.0,52,1,126.35,4,1,1,411,6,New Customers
13992.0,289,2,142.7,2,2,1,221,5,About to Sleep
13993.0,9,16,5556.76,5,5,5,555,15,Champions
13994.0,14,2,419.56,5,2,2,522,9,Promising / Potential
13995.0,24,12,3380.22,5,5,5,555,15,Champions
13996.0,295,2,895.76,2,2,3,223,7,About to Sleep
13997.0,428,3,382.31,1,3,2,132,6,Others / Need Attention
13998.0,355,3,566.7,1,3,3,133,7,Others / Need Attention
13999.0,4,26,8469.42,5,5,5,555,15,Champions
14000.0,120,5,2046.34,3,4,4,344,11,Loyal Customers
14001.0,141,8,3796.15,3,5,5,355,13,Loyal Customers
14002.0,43,2,529.73,4,2,2,422,8,Promising / Potential
14003.0,641,1,209.41,1,1,1,111,3,Hibernating / Lost
14004.0,7,9,4879.07,5,5,5,555,15,Champions
14005.0,42,3,696.56,4,3,3,433,10,Loyal Customers
14006.0,24,7,2196.67,5,4,4,544,13,Champions
14007.0,421,1,79.48,1,1,1,111,3,Hibernating / Lost
14008.0,341,1,509.04,2,1,2,212,5,About to Sleep
14009.0,107,3,1099.91,3,3,3,333,9,Loyal Customers
14010.0,474,2,445.15,1,2,2,122,5,Hibernating / Lost
14011.0,389,2,457.82,1,2,2,122,5,Hibernating / Lost
14012.0,186,1,328.8,3,1,2,312,6,Others / Need Attention
14013.0,19,5,1084.57,5,4,3,543,12,Champions
14014.0,285,2,1443.03,2,2,4,224,8,About to Sleep
14016.0,70,11,11403.41,4,5,5,455,14,Champions
14017.0,480,1,229.75,1,1,1,111,3,Hibernating / Lost
14018.0,554,1,367.15,1,1,2,112,4,Hibernating / Lost
14019.0,7,2,800.53,5,2,3,523,10,Promising / Potential
14020.0,385,2,606.21,1,2,3,123,6,Hibernating / Lost
14021.0,64,7,1716.58,4,4,4,444,12,Champions
14022.0,134,2,792.15,3,2,3,323,8,Promising / Potential
14023.0,159,1,273.14,3,1,2,312,6,Others / Need Attention
14024.0,30,3,645.74,5,3,3,533,11,Loyal Customers
14025.0,373,8,4057.9,1,5,5,155,11,Can't Lose Them
14026.0,379,2,713.11,1,2,3,123,6,Hibernating / Lost
14028.0,459,3,10396.5,1,3,5,135,9,Others / Need Attention
14029.0,53,1,165.2,4,1,1,411,6,New Customers
14030.0,30,18,7559.7,5,5,5,555,15,Champions
14031.0,35,38,33339.34,5,5,5,555,15,Champions
14032.0,77,11,3720.05,4,5,5,455,14,Champions
14033.0,464,1,109.44,1,1,1,111,3,Hibernating / Lost
14034.0,66,2,473.91,4,2,2,422,8,Promising / Potential
14035.0,16,7,2265.96,5,4,4,544,13,Champions
14036.0,193,1,626.65,3,1,3,313,7,Others / Need Attention
14037.0,85,6,836.95,4,4,3,443,11,Champions
14038.0,53,4,2595.92,4,3,4,434,11,Loyal Customers
14039.0,484,1,115.08,1,1,1,111,3,Hibernating / Lost
14040.0,3,33,11778.96,5,5,5,555,15,Champions
14041.0,175,1,141.41,3,1,1,311,5,Others / Need Attention
14042.0,634,1,431.98,1,1,2,112,4,Hibernating / Lost
14043.0,400,2,304.25,1,2,2,122,5,Hibernating / Lost
14044.0,12,9,3012.39,5,5,5,555,15,Champions
14045.0,18,16,11313.03,5,5,5,555,15,Champions
14046.0,193,1,154.99,3,1,1,311,5,Others / Need Attention
14047.0,108,12,3582.34,3,5,5,355,13,Loyal Customers
14048.0,214,3,748.69,3,3,3,333,9,Loyal Customers
14049.0,67,12,10842.7,4,5,5,455,14,Champions
14050.0,15,1,485.98,5,1,2,512,8,New Customers
14051.0,0,30,16095.45,5,5,5,555,15,Champions
14052.0,299,1,255.45,2,1,1,211,4,About to Sleep
14053.0,33,4,572.3,5,4,3,543,12,Champions
14055.0,15,3,1520.96,5,3,4,534,12,Loyal Customers
14056.0,16,17,5382.51,5,5,5,555,15,Champions
14057.0,9,18,7002.86,5,5,5,555,15,Champions
14058.0,371,2,469.19,1,2,2,122,5,Hibernating / Lost
14059.0,175,1,183.6,3,1,1,311,5,Others / Need Attention
14060.0,17,25,7481.44,5,5,5,555,15,Champions
14061.0,416,3,917.43,1,3,3,133,7,Others / Need Attention
14062.0,0,22,23940.02,5,5,5,555,15,Champions
14063.0,347,9,22710.2,2,5,5,255,12,At Risk
14064.0,22,14,3076.36,5,5,5,555,15,Champions
14065.0,298,3,891.02,2,3,3,233,8,At Risk
14066.0,175,1,152.55,3,1,1,311,5,Others / Need Attention
14067.0,5,1,224.67,5,1,1,511,7,New Customers
14068.0,229,4,1528.37,3,4,4,344,11,Loyal Customers
14069.0,423,2,230.06,1,2,1,121,4,Hibernating / Lost
14070.0,593,1,326.55,1,1,2,112,4,Hibernating / Lost
14071.0,169,2,356.81,3,2,2,322,7,Promising / Potential
14072.0,575,1,390.85,1,1,2,112,4,Hibernating / Lost
14074.0,532,1,219.4,1,1,1,111,3,Hibernating / Lost
14075.0,170,4,1100.53,3,4,3,343,10,Loyal Customers
